"time" "alpha" "h" "u"                  
   0.0000000e+00   2.9059056e-10   0.0000000e+00   1.0000000e+00
   1.4123742e-02   3.9648293e-10   0.0000000e+00   1.0000000e+00
   2.8247483e-02   5.4096410e-10   0.0000000e+00   1.0000000e+00
   4.2371225e-02   7.3810926e-10   0.0000000e+00   1.0000000e+00
   5.6494966e-02   1.0070741e-09   0.0000000e+00   1.0000000e+00
   7.0618708e-02   1.3740545e-09   0.0000000e+00   1.0000000e+00
   8.4742449e-02   1.8747863e-09   0.0000000e+00   1.0000000e+00
   9.8866191e-02   2.5579825e-09   0.0000000e+00   1.0000000e+00
   1.1298993e-01   3.4901218e-09   0.0000000e+00   1.0000000e+00
   1.2711367e-01   4.7619770e-09   0.0000000e+00   1.0000000e+00
   1.4123742e-01   6.4972773e-09   0.0000000e+00   1.0000000e+00
   1.5536116e-01   8.8649421e-09   0.0000000e+00   1.0000000e+00
   1.6948490e-01   1.2095432e-08   0.0000000e+00   1.0000000e+00
   1.8360864e-01   1.6503125e-08   0.0000000e+00   1.0000000e+00
   1.9773238e-01   2.2517032e-08   0.0000000e+00   1.0000000e+00
   2.1185612e-01   3.0722473e-08   0.0000000e+00   1.0000000e+00
   2.2597986e-01   4.1918053e-08   0.0000000e+00   1.0000000e+00
   2.4010361e-01   5.7193432e-08   0.0000000e+00   1.0000000e+00
   2.5422735e-01   7.8035301e-08   0.0000000e+00   1.0000000e+00
   2.6835109e-01   1.0647217e-07   0.0000000e+00   1.0000000e+00
   2.8247483e-01   1.4527172e-07   0.0000000e+00   1.0000000e+00
   2.9659857e-01   1.9821024e-07   0.0000000e+00   1.0000000e+00
   3.1072231e-01   2.7044008e-07   0.0000000e+00   1.0000000e+00
   3.2484605e-01   3.6899121e-07   0.0000000e+00   1.0000000e+00
   3.3896980e-01   5.0345536e-07   0.0000000e+00   1.0000000e+00
   3.5309354e-01   6.8691963e-07   0.0000000e+00   1.0000000e+00
   3.6721728e-01   9.3724010e-07   0.0000000e+00   1.0000000e+00
   3.8134102e-01   1.2787798e-06   0.0000000e+00   1.0000000e+00
   3.9546476e-01   1.7447800e-06   0.0000000e+00   1.0000000e+00
   4.0958850e-01   2.3805950e-06   0.0000000e+00   1.0000000e+00
   4.2371225e-01   3.2481070e-06   0.0000000e+00   1.0000000e+00
   4.3783599e-01   4.4317480e-06   0.0000000e+00   1.0000000e+00
   4.5195973e-01   6.0467179e-06   0.0000000e+00   1.0000000e+00
   4.6608347e-01   8.2501954e-06   0.0000000e+00   1.0000000e+00
   4.8020721e-01   1.1256635e-05   0.0000000e+00   1.0000000e+00
   4.9433095e-01   1.5358639e-05   0.0000000e+00   1.0000000e+00
   5.0845469e-01   2.0955429e-05   0.0000000e+00   1.0000000e+00
   5.2257844e-01   2.8591697e-05   0.0000000e+00   1.0000000e+00
   5.3670218e-01   3.9010611e-05   0.0000000e+00   1.0000000e+00
   5.5082592e-01   5.3226116e-05   0.0000000e+00   1.0000000e+00
   5.6494966e-01   7.2621584e-05   0.0000000e+00   1.0000000e+00
   5.7907340e-01   9.9084379e-05   0.0000000e+00   1.0000000e+00
   5.9319714e-01   1.3518940e-04   0.0000000e+00   1.0000000e+00
   6.0732088e-01   1.8444945e-04   0.0000000e+00   1.0000000e+00
   6.2144463e-01   2.5165661e-04   0.0000000e+00   1.0000000e+00
   6.3556837e-01   3.4334776e-04   0.0000000e+00   1.0000000e+00
   6.4969211e-01   4.6843909e-04   0.0000000e+00   1.0000000e+00
   6.6381585e-01   6.3909076e-04   0.0000000e+00   1.0000000e+00
   6.7793959e-01   8.7188457e-04   0.0000000e+00   1.0000000e+00
   6.9206333e-01   1.1894270e-03   0.0000000e+00   1.0000000e+00
   7.0618708e-01   1.6225290e-03   0.0000000e+00   1.0000000e+00
   7.2031082e-01   2.2131676e-03   0.0000000e+00   1.0000000e+00
   7.3443456e-01   3.0185011e-03   0.0000000e+00   1.0000000e+00
   7.4855830e-01   4.1163033e-03   0.0000000e+00   1.0000000e+00
   7.6268204e-01   5.6122922e-03   0.0000000e+00   1.0000000e+00
   7.7680578e-01   7.6499758e-03   0.0000000e+00   1.0000000e+00
   7.9092952e-01   1.0423799e-02   0.0000000e+00   1.0000000e+00
   8.0505327e-01   1.4196557e-02   0.0000000e+00   1.0000000e+00
   8.1917701e-01   1.9322207e-02   0.0000000e+00   1.0000000e+00
   8.3330075e-01   2.6275264e-02   0.0000000e+00   1.0000000e+00
   8.4742449e-01   3.5687846e-02   0.0000000e+00   1.0000000e+00
   8.6154823e-01   4.8394810e-02   0.0000000e+00   1.0000000e+00
   8.7567197e-01   6.5486038e-02   0.0000000e+00   1.0000000e+00
   8.8979571e-01   8.8362210e-02   0.0000000e+00   1.0000000e+00
   9.0391946e-01   1.1878587e-01   0.0000000e+00   1.0000000e+00
   9.1804320e-01   1.5891308e-01   0.0000000e+00   1.0000000e+00
   9.3216694e-01   2.1128329e-01   0.0000000e+00   1.0000000e+00
   9.4629068e-01   2.7873948e-01   0.0000000e+00   1.0000000e+00
   9.6041442e-01   3.6425299e-01   0.0000000e+00   1.0000000e+00
   9.7453816e-01   4.7064545e-01   0.0000000e+00   1.0000000e+00
   9.8866191e-01   6.0023640e-01   0.0000000e+00   1.0000000e+00
   1.0027856e+00   7.5449043e-01   0.0000000e+00   1.0000000e+00
   1.0169094e+00   9.3376534e-01   0.0000000e+00   1.0000000e+00
   1.0310331e+00   1.1372473e+00   0.0000000e+00   1.0000000e+00
