0.000000000000000000e+00 0.000000000000000000e+00 -1.517676252939791137e+00 1.000000000000000000e+00
1.439946419967691807e-02 6.050742698968439304e-02 -1.439216588089369253e+00 1.000000000000000000e+00
2.879892839935383614e-02 1.209663883917726918e-01 -1.359604131241501035e+00 1.000000000000000000e+00
4.319839259903075768e-02 1.813284574389145420e-01 -1.278902650840707533e+00 1.000000000000000000e+00
5.759785679870767228e-02 2.415452849731563600e-01 -1.197176787623871252e+00 1.000000000000000000e+00
7.199732099838458688e-02 3.015686381729286714e-01 -1.114492002843927132e+00 1.000000000000000000e+00
8.639678519806151535e-02 3.613504391868497256e-01 -1.030914525836330142e+00 1.000000000000000000e+00
1.007962493977384300e-01 4.208428036433992658e-01 -9.465113009703005620e-01 1.000000000000000000e+00
1.151957135974153446e-01 4.799980790056194158e-01 -8.613499340273375049e-01 1.000000000000000000e+00
1.295951777970922592e-01 5.387688827401174718e-01 -7.754986380499502285e-01 1.000000000000000000e+00
1.439946419967691738e-01 5.971081402698009688e-01 -6.890261787039825281e-01 1.000000000000000000e+00
1.583941061964460884e-01 6.549691226799438937e-01 -6.020018191982927647e-01 1.000000000000000000e+00
1.727935703961230307e-01 7.123054841473822618e-01 -5.144952648059101241e-01 1.000000000000000000e+00
1.871930345957999453e-01 7.690712990628574275e-01 -4.265766070311036717e-01 1.000000000000000000e+00
2.015924987954768599e-01 8.252210988167770767e-01 -3.383162674670844305e-01 1.000000000000000000e+00
2.159919629951537745e-01 8.807099082189225880e-01 -2.497849413893119264e-01 1.000000000000000000e+00
2.303914271948306891e-01 9.354932815229379806e-01 -1.610535411295856978e-01 1.000000000000000000e+00
2.447908913945076037e-01 9.895273380267372021e-01 -7.219313927627662997e-02 1.000000000000000000e+00
2.591903555941845183e-01 1.042768797220325006e+00 1.672508825380510794e-02 1.000000000000000000e+00
2.735898197938614329e-01 1.095175013452866830e+00 1.056299192263043252e-01 1.000000000000000000e+00
2.879892839935383475e-01 1.146704010091248671e+00 1.944501421373187322e-01 1.000000000000000000e+00
3.023887481932152621e-01 1.197314513142763159e+00 2.831146132527987969e-01 1.000000000000000000e+00
3.167882123928921767e-01 1.246965984314989839e+00 3.715523135936647514e-01 1.000000000000000000e+00
3.311876765925690913e-01 1.295618653486390270e+00 4.596924058210000164e-01 1.000000000000000000e+00
3.455871407922460614e-01 1.343233550561609091e+00 5.474642909757501119e-01 1.000000000000000000e+00
3.599866049919229760e-01 1.389772536685964788e+00 6.347976650274816945e-01 1.000000000000000000e+00
3.743860691915998906e-01 1.435198334794130393e+00 7.216225751869145277e-01 1.000000000000000000e+00
3.887855333912768052e-01 1.479474559468532791e+00 8.078694759371054523e-01 1.000000000000000000e+00
4.031849975909537198e-01 1.522565746083552662e+00 8.934692847384203551e-01 1.000000000000000000e+00
4.175844617906306344e-01 1.564437379212185064e+00 9.783534373626636693e-01 1.000000000000000000e+00
4.319839259903075490e-01 1.605055920272405068e+00 1.062453942812047858e+00 1.000000000000000000e+00
4.463833901899844636e-01 1.644388834391095511e+00 1.145703437779017619e+00 1.000000000000000000e+00
4.607828543896613782e-01 1.682404616464015845e+00 1.228035240603297495e+00 1.000000000000000000e+00
4.751823185893382928e-01 1.719072816390943004e+00 1.309383404682953556e+00 1.000000000000000000e+00
4.895817827890152074e-01 1.754364063465767343e+00 1.389682771296683272e+00 1.000000000000000000e+00
5.039812469886921775e-01 1.788250089902011286e+00 1.468869021795022434e+00 1.000000000000000000e+00
5.183807111883690366e-01 1.820703753474921749e+00 1.546878729118667639e+00 1.000000000000000000e+00
5.327801753880460067e-01 1.851699059262009062e+00 1.623649408602649835e+00 1.000000000000000000e+00
5.471796395877228658e-01 1.881211180464606336e+00 1.699119568025657889e+00 1.000000000000000000e+00
5.615791037873998359e-01 1.909216478293783714e+00 1.773228756864437372e+00 1.000000000000000000e+00
5.759785679870766950e-01 1.935692520904681801e+00 1.845917614713793009e+00 1.000000000000000000e+00
5.903780321867536651e-01 1.960618101364099530e+00 1.917127918833434697e+00 1.000000000000000000e+00
6.047774963864305242e-01 1.983973254636944406e+00 1.986802630783555790e+00 1.000000000000000000e+00
6.191769605861074943e-01 2.005739273577945347e+00 2.054885942111820185e+00 1.000000000000000000e+00
6.335764247857843534e-01 2.025898723915804389e+00 2.121323319055130607e+00 1.000000000000000000e+00
6.479758889854613235e-01 2.044435458217804591e+00 2.186061546220401830e+00 1.000000000000000000e+00
6.623753531851381826e-01 2.061334628823670023e+00 2.249048769209328391e+00 1.000000000000000000e+00
6.767748173848151527e-01 2.076582699738334092e+00 2.310234536153024099e+00 1.000000000000000000e+00
6.911742815844921228e-01 2.090167457474074730e+00 2.369569838123246175e+00 1.000000000000000000e+00
7.055737457841689819e-01 2.102078020833346717e+00 2.427007148387851032e+00 1.000000000000000000e+00
7.199732099838459520e-01 2.112304849624466296e+00 2.482500460479032611e+00 1.000000000000000000e+00
7.343726741835228111e-01 2.120839752303167458e+00 2.536005325043843683e+00 1.000000000000000000e+00
7.487721383831997812e-01 2.127675892533912538e+00 2.587478885447498822e+00 1.000000000000000000e+00
7.631716025828766403e-01 2.132807794665700918e+00 2.636879912100923207e+00 1.000000000000000000e+00
7.775710667825536104e-01 2.136231348117985984e+00 2.684168835485074123e+00 1.000000000000000000e+00
7.919705309822304695e-01 2.137943810673191614e+00 2.729307777845555005e+00 1.000000000000000000e+00
8.063699951819074396e-01 2.137943810673191614e+00 2.772260583532163203e+00 1.000000000000000000e+00
8.207694593815842987e-01 2.136231348117985984e+00 2.812992847959046916e+00 1.000000000000000000e+00
8.351689235812612688e-01 2.132807794665700918e+00 2.851471945162291632e+00 1.000000000000000000e+00
8.495683877809381279e-01 2.127675892533912538e+00 2.887667053932849726e+00 1.000000000000000000e+00
8.639678519806150980e-01 2.120839752303167458e+00 2.921549182503893505e+00 1.000000000000000000e+00
8.783673161802919571e-01 2.112304849624466296e+00 2.953091191772804880e+00 1.000000000000000000e+00
8.927667803799689272e-01 2.102078020833346717e+00 2.982267817039212510e+00 1.000000000000000000e+00
9.071662445796457863e-01 2.090167457474074730e+00 3.009055688241654369e+00 1.000000000000000000e+00
9.215657087793227564e-01 2.076582699738334092e+00 3.033433348676667585e+00 1.000000000000000000e+00
9.359651729789997265e-01 2.061334628823670023e+00 3.055381272185298869e+00 1.000000000000000000e+00
9.503646371786765856e-01 2.044435458217804591e+00 3.074881878793283008e+00 1.000000000000000000e+00
9.647641013783535557e-01 2.025898723915804389e+00 3.091919548792350092e+00 1.000000000000000000e+00
9.791635655780304148e-01 2.005739273577945347e+00 3.106480635251390066e+00 1.000000000000000000e+00
9.935630297777073849e-01 1.983973254636944406e+00 3.118553474947450610e+00 1.000000000000000000e+00
