0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.434517193419996943e-02 7.172339969109765567e-01 1.434467993821953368e-03 1.000000000000000000e+00
2.869034386839993886e-02 1.434320401102428422e+00 2.868640802204856788e-03 1.000000000000000000e+00
4.303551580259990655e-02 2.151111650226523953e+00 4.302223300453047843e-03 1.000000000000000000e+00
5.738068773679987772e-02 2.867460242672567272e+00 5.734920485345134863e-03 1.000000000000000000e+00
7.172585967099984194e-02 3.583218767919944980e+00 7.166437535839890148e-03 1.000000000000000000e+00
8.607103160519981311e-02 4.298239936872323419e+00 8.596479873744648434e-03 1.000000000000000000e+00
1.004162035393997843e-01 5.012376612166865364e+00 1.002475322433373124e-02 1.000000000000000000e+00
1.147613754735997554e-01 5.725481838452216365e+00 1.145096367690443158e-02 1.000000000000000000e+00
1.291065474077997266e-01 6.437408872629039713e+00 1.287481774525808115e-02 1.000000000000000000e+00
1.434517193419996839e-01 7.148011214046881889e+00 1.429602242809376381e-02 1.000000000000000000e+00
1.577968912761996689e-01 7.857142634651127722e+00 1.571428526930225555e-02 1.000000000000000000e+00
1.721420632103996262e-01 8.564657209073882171e+00 1.712931441814776259e-02 1.000000000000000000e+00
1.864872351445996113e-01 9.270409344662544626e+00 1.854081868932509064e-02 1.000000000000000000e+00
2.008324070787995685e-01 9.974253811439941941e+00 1.994850762287988730e-02 1.000000000000000000e+00
2.151775790129995536e-01 1.067604577198980564e+01 2.135209154397961148e-02 1.000000000000000000e+00
2.295227509471995109e-01 1.137564081126147109e+01 2.275128162252294112e-02 1.000000000000000000e+00
2.438679228813994682e-01 1.207289496628768077e+01 2.414578993257536499e-02 1.000000000000000000e+00
2.582130948155994532e-01 1.276766475580935634e+01 2.553532951161871165e-02 1.000000000000000000e+00
2.725582667497994382e-01 1.345980720980118939e+01 2.691961441960237858e-02 1.000000000000000000e+00
2.869034386839993678e-01 1.414917989889212535e+01 2.829835979778425048e-02 1.000000000000000000e+00
3.012486106181993528e-01 1.483564096367451413e+01 2.967128192734903164e-02 1.000000000000000000e+00
3.155937825523993379e-01 1.551904914389600521e+01 3.103809828779201252e-02 1.000000000000000000e+00
3.299389544865993229e-01 1.619926380752814055e+01 3.239852761505628009e-02 1.000000000000000000e+00
3.442841264207992524e-01 1.687614497970566418e+01 3.375228995941133292e-02 1.000000000000000000e+00
3.586292983549992375e-01 1.754955337153065287e+01 3.509910674306130490e-02 1.000000000000000000e+00
3.729744702891992225e-01 1.821935040873538370e+01 3.643870081747076911e-02 1.000000000000000000e+00
