% # columns="iteration, evaluation, void, void, void, xmean", seed=42, Mon Jun 30 11:57:56 2025, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 24 0 0 0 0.4941921070407981 0.29877988376803394 0.13631898196822734 -0.09549433730251992
2 48 0 0 0 0.4325088502861556 0.25919952751339076 0.3226990450726938 -0.2779492022794676
3 72 0 0 0 0.6293148830337041 -0.08939814644685182 0.38140609884694743 -0.4764298364764157
4 96 0 0 0 0.8191550664844622 -0.34349088886897505 0.3885690747998772 -0.4708845422206338
5 120 0 0 0 0.8951583844373655 -0.4719487888659802 0.4549109481452386 -0.369920927800289
6 144 0 0 0 0.9693895232767477 -0.513170590615392 0.43956305055243355 -0.5325932586974458
7 168 0 0 0 0.9535812179837243 -0.38136811460499953 0.5548420628428892 -0.7369362876474703
8 192 0 0 0 0.927309370840135 -0.30834118172863245 0.5050231792776738 -0.8592912213219593
9 216 0 0 0 0.9678838629130918 -0.3854806275732314 0.5278858959153557 -1.077927667740636
10 240 0 0 0 0.9955660250515292 -0.36658101117712255 0.5582409633076145 -1.0244828131482688
11 264 0 0 0 0.98794945347801 -0.4507019040492603 0.5729856930609588 -1.1228855694080235
12 288 0 0 0 1.049378563480775 -0.48842248482635364 0.5623773400794007 -1.1129391539238198
