  0.71725860E-02  0.71723400E+00  0.14344680E-02  0.10000000E+01  0.34874785E+00 -0.88732604E-01  0.63597713E+02  0.49470504E-01  0.63593350E+02  0.74663480E+00 -0.35217348E+02
  0.14345172E-01  0.14343204E+01  0.28686408E-02  0.10000000E+01  0.35649800E+00 -0.82289662E-01  0.36959742E+01  0.42547147E-01  0.36958812E+01  0.49980114E-01 -0.75330295E+00
  0.21517758E-01  0.21511117E+01  0.43022233E-02  0.10000000E+01  0.35860130E+00 -0.74269611E-01  0.57216002E+01  0.34657895E-01  0.57188691E+01  0.18012772E+00 -0.14848371E+01
  0.28690344E-01  0.28674602E+01  0.57349205E-02  0.10000000E+01  0.41205809E+00 -0.65357946E-01  0.72849764E+01  0.26839639E-01  0.72771977E+01  0.33763026E+00 -0.26542210E+01
  0.35862930E-01  0.35832188E+01  0.71664375E-02  0.10000000E+01  0.46315130E+00 -0.56266656E-01  0.75374917E+01  0.19892167E-01  0.75239997E+01  0.45122645E+00 -0.27073289E+01
  0.43035516E-01  0.42982399E+01  0.85964799E-02  0.10000000E+01  0.51222758E+00 -0.47160143E-01  0.75572117E+01  0.13974302E-01  0.75370039E+01  0.55246364E+00 -0.26662274E+01
  0.50208102E-01  0.50123766E+01  0.10024753E-01  0.10000000E+01  0.55582484E+00 -0.38141882E-01  0.74088595E+01  0.91407979E-02  0.73813255E+01  0.63821313E+00 -0.25180984E+01
  0.57380688E-01  0.57254818E+01  0.11450964E-01  0.10000000E+01  0.59537861E+00 -0.29176215E-01  0.73170314E+01  0.53485711E-02  0.72810625E+01  0.72464189E+00 -0.24084637E+01
  0.64553274E-01  0.64374089E+01  0.12874818E-01  0.10000000E+01  0.63209423E+00 -0.20226575E-01  0.72839199E+01  0.25705413E-02  0.72382824E+01  0.81410238E+00 -0.23361054E+01
  0.71725860E-01  0.71480112E+01  0.14296022E-01  0.10000000E+01  0.66687172E+00 -0.11270474E-01  0.72898018E+01  0.79811268E-03  0.72332449E+01  0.90629975E+00 -0.22898648E+01
  0.78898446E-01  0.78571426E+01  0.15714285E-01  0.10000000E+01  0.70029440E+00 -0.22972346E-02  0.73171353E+01  0.33158171E-04  0.72484465E+01  0.10002459E+01 -0.22592409E+01
  0.86071032E-01  0.85646572E+01  0.17129314E-01  0.10000000E+01  0.73273451E+00  0.66967183E-02  0.73549237E+01  0.28177596E-03  0.72729467E+01  0.10950564E+01 -0.22374655E+01
  0.93243618E-01  0.92704093E+01  0.18540819E-01  0.10000000E+01  0.76442083E+00  0.15710720E-01  0.73962493E+01  0.15508581E-02  0.72998971E+01  0.11899618E+01 -0.22201332E+01
  0.10041620E+00  0.99742538E+01  0.19948508E-01  0.10000000E+01  0.79548552E+00  0.24741581E-01  0.74367404E+01  0.38462258E-02  0.73250053E+01  0.12842973E+01 -0.22043746E+01
  0.10758879E+00  0.10676046E+02  0.21352092E-01  0.10000000E+01  0.82599774E+00  0.33784784E-01  0.74738487E+01  0.71717008E-02  0.73458075E+01  0.13775262E+01 -0.21884275E+01
  0.11476138E+00  0.11375641E+02  0.22751282E-01  0.10000000E+01  0.85598840E+00  0.42835366E-01  0.75064107E+01  0.11528820E-01  0.73612221E+01  0.14692664E+01 -0.21713670E+01
  0.12193396E+00  0.12072895E+02  0.24145790E-01  0.10000000E+01  0.88546825E+00  0.51888561E-01  0.75342894E+01  0.16916991E-01  0.73711865E+01  0.15592989E+01 -0.21528880E+01
  0.12910655E+00  0.12767665E+02  0.25535330E-01  0.10000000E+01  0.91444032E+00  0.60940225E-01  0.75580616E+01  0.23333935E-01  0.73763395E+01  0.16475605E+01 -0.21331155E+01
  0.13627913E+00  0.13459807E+02  0.26919614E-01  0.10000000E+01  0.94290734E+00  0.69987100E-01  0.75787704E+01  0.30776262E-01  0.73777712E+01  0.17341279E+01 -0.21124488E+01
  0.14345172E+00  0.14149180E+02  0.28298360E-01  0.10000000E+01  0.97087660E+00  0.79026959E-01  0.75978060E+01  0.39240129E-01  0.73769001E+01  0.18192144E+01 -0.20914963E+01
  0.15062431E+00  0.14835641E+02  0.29671282E-01  0.10000000E+01  0.99836705E+00  0.88058618E-01  0.76168004E+01  0.48721832E-01  0.73753641E+01  0.19031622E+01 -0.20710774E+01
  0.15779689E+00  0.15519049E+02  0.31038098E-01  0.10000000E+01  0.10254158E+01  0.97081582E-01  0.76371178E+01  0.59217977E-01  0.73745246E+01  0.19863187E+01 -0.20520177E+01
  0.16496948E+00  0.16199264E+02  0.32398528E-01  0.10000000E+01  0.10520738E+01  0.10609522E+00  0.76589692E+01  0.70724759E-01  0.73746179E+01  0.20687731E+01 -0.20346411E+01
  0.17214206E+00  0.16876145E+02  0.33752290E-01  0.10000000E+01  0.10783882E+01  0.11509785E+00  0.76810537E+01  0.83236596E-01  0.73744294E+01  0.21501872E+01 -0.20184386E+01
  0.17931465E+00  0.17549553E+02  0.35099107E-01  0.10000000E+01  0.11043863E+01  0.12408651E+00  0.77013536E+01  0.96745107E-01  0.73720774E+01  0.22299510E+01 -0.20023863E+01
  0.18648724E+00  0.18219350E+02  0.36438701E-01  0.10000000E+01  0.11300745E+01  0.13305737E+00  0.77183909E+01  0.11123918E+00  0.73662206E+01  0.23075369E+01 -0.19856380E+01
  0.19365982E+00  0.18885398E+02  0.37770797E-01  0.10000000E+01  0.11554484E+01  0.14200650E+00  0.77317602E+01  0.12670575E+00  0.73565548E+01  0.23827027E+01 -0.19679022E+01
  0.20083241E+00  0.19547560E+02  0.39095120E-01  0.10000000E+01  0.11805030E+01  0.15093022E+00  0.77417378E+01  0.14313053E+00  0.73434256E+01  0.24554209E+01 -0.19492930E+01
