% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=42, Tue Jun 24 11:27:20 2025
1 24 -0.10660557270625336 -0.07977612075849895 -0.011467673244148432 0.055628303353943184 0.922305168254077 0.9597137504004737 1.050226452113832 1.0608143537794295
2 48 -0.35233589983490554 -0.11062083192041161 0.04416455883363396 0.05344157361799855 0.922305168254077 0.9597137504004737 1.050226452113832 1.0608143537794295
3 72 -0.20943933204934817 -0.12711345954079184 0.09986971561090655 0.11655176299868669 0.922305168254077 0.9597137504004737 1.050226452113832 1.0608143537794295
4 96 -0.17761551686474697 -0.16749668853124824 0.1260859007865967 0.17360060086856122 0.922305168254077 0.9597137504004737 1.050226452113832 1.0608143537794295
5 120 -0.1337371915940837 -0.018953755867480267 0.11824352938165544 0.22685690554962346 0.8359515342998644 0.9817291336273882 1.0340876902337048 1.1260797437997196
6 144 -0.23892917263839691 -0.20409216684350914 0.10595024939172609 0.18387163951765334 0.8359515342998644 0.9817291336273882 1.0340876902337048 1.1260797437997196
7 168 -0.2553048469342866 -0.12448352987371315 0.17607397612950385 0.25847206174106035 0.8359515342998644 0.9817291336273882 1.0340876902337048 1.1260797437997196
8 192 -0.38465799554355606 -0.2045943138739918 0.17304537178741705 0.18813402101403293 0.8359515342998644 0.9817291336273882 1.0340876902337048 1.1260797437997196
9 216 -0.33968232054072006 -0.1114111219900056 0.11017238357962965 0.27546247458647144 0.7132349879292562 0.9777234929718548 1.0550360862359809 1.19258185464325
10 240 -0.2692020272749194 -0.172636432247041 0.09866733029691606 0.31664691092290737 0.7132349879292562 0.9777234929718548 1.0550360862359809 1.19258185464325
11 264 -0.20680755520865543 -0.05831461786341066 0.2233657732407494 0.24342318700426957 0.7132349879292562 0.9777234929718548 1.0550360862359809 1.19258185464325
12 288 0.04411487391001518 0.13260089205953846 0.2831623800036679 0.3180979348035472 0.7132349879292562 0.9777234929718548 1.0550360862359809 1.19258185464325
