# time bound_circ lift drag moment
0.028671 -0.257227 -0.895200 -0.181377 -0.240257
0.043006 -0.293582 -2.800182 -0.154920 0.700677
0.057341 -0.343937 -3.039500 -0.144537 0.863551
0.071677 -0.386829 -2.987221 -0.139400 0.791940
0.086012 -0.421239 -2.846157 -0.134849 0.687952
0.100347 -0.445923 -2.741345 -0.123524 0.610888
0.114683 -0.463848 -2.669035 -0.111944 0.536045
0.129018 -0.476317 -2.621589 -0.099954 0.478627
0.143354 -0.484475 -2.587925 -0.087752 0.433362
0.157689 -0.489085 -2.562078 -0.075471 0.395310
0.172024 -0.490648 -2.540411 -0.063219 0.361684
0.186360 -0.489526 -2.520889 -0.051074 0.330986
0.200695 -0.486002 -2.502536 -0.039075 0.302475
0.215030 -0.480320 -2.485057 -0.027228 0.275819
0.229366 -0.472696 -2.468566 -0.015512 0.250928
0.243701 -0.463332 -2.453419 -0.003878 0.227859
0.258036 -0.452414 -2.440066 0.007737 0.206730
0.272372 -0.440118 -2.428841 0.019395 0.187622
0.286707 -0.426608 -2.419593 0.031112 0.170453
0.301042 -0.412033 -2.411232 0.042797 0.154917
0.315378 -0.396526 -2.402892 0.054359 0.140663
0.329713 -0.380186 -2.397985 0.066217 0.127838
0.344048 -0.363089 -2.397369 0.078535 0.116390
0.358384 -0.345358 -2.383444 0.089031 0.104107
0.372719 -0.327085 -2.371639 0.099633 0.092987
0.387055 -0.308233 -2.395495 0.115195 0.087506
0.401390 -0.289012 -2.352098 0.120944 0.073050
0.415725 -0.269386 -2.365300 0.134919 0.067371
0.430061 -0.249387 -2.376484 0.148661 0.063229
0.444396 -0.229165 -2.323149 0.151866 0.047235
0.458731 -0.208658 -2.364466 0.170511 0.050167
0.473067 -0.187887 -2.347883 0.179421 0.041146
0.487402 -0.167122 -2.273408 0.177715 0.026005
0.501737 -0.145994 -2.388979 0.210281 0.041757
0.516073 -0.124749 -2.294200 0.204072 0.020042
0.530408 -0.103431 -2.293534 0.215168 0.017985
0.544743 -0.081932 -2.309808 0.229579 0.017273
0.559079 -0.060374 -2.239687 0.226425 -0.001000
0.573414 -0.038768 -2.274466 0.244483 0.007198
0.587749 -0.017044 -2.257981 0.251834 0.000116
0.602085 0.004745 -2.238811 0.258372 -0.006163
0.616420 0.026686 -2.299310 0.282500 0.005242
0.630756 0.048536 -2.136897 0.256149 -0.031459
0.645091 0.070364 -2.253809 0.293407 -0.003284
0.659426 0.092144 -2.106426 0.268732 -0.039205
0.673762 0.114009 -2.260260 0.315787 -0.006121
0.688097 0.135926 -2.137386 0.295680 -0.038020
0.702432 0.157905 -2.267906 0.338289 -0.007665
0.716768 0.179784 -2.064561 0.296249 -0.055282
0.731103 0.201541 -2.224499 0.347268 -0.010302
0.745438 0.223395 -2.089849 0.321289 -0.049064
0.759774 0.244969 -2.095033 0.331847 -0.038670
0.774109 0.266445 -2.109387 0.344894 -0.033011
0.788444 0.287905 -2.008065 0.325660 -0.065213
0.802780 0.309146 -2.175965 0.381872 -0.012343
0.817115 0.330676 -2.100522 0.369332 -0.044728
0.831450 0.351857 -1.998018 0.348135 -0.058324
0.845786 0.372895 -2.114217 0.390885 -0.026052
0.860121 0.393974 -1.973286 0.357129 -0.068259
0.874457 0.414391 -1.963504 0.362129 -0.046062
0.888792 0.434892 -1.958561 0.368457 -0.062662
0.903127 0.455351 -2.086605 0.416340 -0.027251
0.917463 0.475560 -1.919895 0.371586 -0.059441
0.931798 0.495673 -2.013127 0.408972 -0.037901
0.946133 0.515470 -1.912228 0.383821 -0.051868
0.960469 0.534975 -1.851421 0.370989 -0.066342
0.974804 0.554359 -2.035928 0.439338 -0.021268
0.989139 0.573123 -1.845204 0.382534 -0.056243
1.003475 0.591338 -1.959158 0.428024 -0.026727
