# time bound_circ lift drag moment
0.028752 0.142017 -7.485178 -0.040680 -3.048539
0.043128 -0.118417 -23.622105 0.654139 6.593579
0.057504 -0.221237 -20.119401 0.772926 5.752705
0.071880 -0.250104 -14.336713 0.662812 2.911256
0.086256 -0.248579 -12.316038 0.689235 2.111883
0.100632 -0.233464 -10.676700 0.698407 1.628190
0.115008 -0.221386 -9.555051 0.718035 1.490082
0.129385 -0.224903 -8.771400 0.747273 1.588189
0.143761 -0.244666 -8.104777 0.771308 1.706273
0.158137 -0.265661 -7.420824 0.776272 1.598394
0.172513 -0.272557 -6.662606 0.753228 1.255797
0.186889 -0.263945 -5.839461 0.701112 0.863862
0.201265 -0.244922 -4.978650 0.622431 0.523736
0.215641 -0.219320 -4.111429 0.521764 0.242317
0.230017 -0.189481 -3.271943 0.405755 0.013700
0.244393 -0.157445 -2.502619 0.284363 -0.157938
0.258769 -0.125634 -1.854504 0.171369 -0.264242
0.273145 -0.096506 -1.360127 0.078590 -0.313205
0.287521 -0.071035 -0.984035 0.002906 -0.343337
0.301897 -0.047988 -0.627917 -0.076253 -0.397647
0.316273 -0.025555 -0.222466 -0.176220 -0.483400
0.330649 -0.003152 0.221678 -0.295503 -0.577711
0.345025 0.018500 0.652985 -0.420528 -0.659913
0.359401 0.041960 1.036591 -0.532677 -0.729021
0.373777 0.069119 1.366633 -0.626782 -0.808810
0.388154 0.099841 1.670166 -0.715029 -0.912849
0.402530 0.134002 1.974111 -0.808825 -1.031321
0.416906 0.171494 2.284069 -0.910931 -1.148804
0.431282 0.212222 2.591813 -1.018092 -1.254547
0.445658 0.256087 2.881833 -1.123774 -1.343948
0.460034 0.302990 3.138925 -1.221292 -1.418166
0.474410 0.352844 3.358213 -1.307985 -1.482723
0.488786 0.405579 3.546893 -1.386388 -1.544821
0.503162 0.461149 3.719063 -1.462368 -1.610665
0.517538 0.519517 3.888912 -1.542158 -1.682755
0.531914 0.580649 4.064933 -1.629650 -1.758963
0.546290 0.644502 4.248072 -1.725432 -1.834491
0.560666 0.711024 4.433662 -1.827561 -1.905113
0.575042 0.780152 4.616515 -1.933745 -1.969329
0.589418 0.851810 4.795779 -2.043511 -2.027623
0.603794 0.925905 4.972870 -2.157451 -2.080059
