# time bound_circ lift drag moment
0.028596 0.000149 0.000915 -0.000463 0.013377
0.042895 0.000155 0.001667 -0.000465 0.013067
0.057193 0.000182 0.001911 -0.000467 0.012858
0.071491 0.000203 0.001857 -0.000468 0.012918
0.085789 0.000223 0.001854 -0.000469 0.012934
0.100087 0.000241 0.001854 -0.000470 0.012947
0.114386 0.000259 0.001857 -0.000472 0.012957
0.128684 0.000275 0.001863 -0.000473 0.012964
0.142982 0.000291 0.001871 -0.000474 0.012970
0.157280 0.000306 0.001879 -0.000476 0.012974
0.171578 0.000321 0.001889 -0.000477 0.012977
0.185877 0.000336 0.001900 -0.000478 0.012980
0.200175 0.000350 0.001911 -0.000479 0.012982
0.214473 0.000364 0.001923 -0.000481 0.012983
0.228771 0.000378 0.001934 -0.000482 0.012984
0.243069 0.000392 0.001947 -0.000483 0.012984
0.257368 0.000405 0.001959 -0.000485 0.012984
0.271666 0.000418 0.001972 -0.000486 0.012984
0.285964 0.000432 0.001984 -0.000487 0.012984
0.300262 0.000445 0.001997 -0.000489 0.012983
0.314560 0.000458 0.002010 -0.000490 0.012982
0.328859 0.000470 0.002023 -0.000491 0.012980
0.343157 0.000483 0.002036 -0.000493 0.012979
0.357455 0.000496 0.002049 -0.000494 0.012977
0.371753 0.000508 0.002062 -0.000495 0.012975
0.386051 0.000521 0.002076 -0.000497 0.012973
0.400350 0.000533 0.002089 -0.000498 0.012971
0.414648 0.000545 0.002102 -0.000499 0.012969
0.428946 0.000558 0.002115 -0.000501 0.012966
0.443244 0.000570 0.002128 -0.000502 0.012964
0.457542 0.000582 0.002141 -0.000504 0.012961
0.471841 0.000594 0.002155 -0.000505 0.012958
0.486139 0.000606 0.002168 -0.000506 0.012955
0.500437 0.000618 0.002181 -0.000508 0.012951
0.514735 0.000631 0.002194 -0.000509 0.012948
0.529033 0.000643 0.002207 -0.000511 0.012944
0.543332 0.000654 0.002220 -0.000512 0.012941
0.557630 0.000666 0.002233 -0.000513 0.012937
0.571928 0.000678 0.002246 -0.000515 0.012933
0.586226 0.000690 0.002258 -0.000516 0.012929
0.600524 0.000702 0.002271 -0.000518 0.012925
0.614823 0.000714 0.002284 -0.000519 0.012920
0.629121 0.000726 0.002297 -0.000520 0.012916
0.643419 0.000737 0.002309 -0.000522 0.012911
0.657717 0.000749 0.002322 -0.000523 0.012907
0.672015 0.000761 0.002334 -0.000525 0.012902
0.686314 0.000772 0.002347 -0.000526 0.012897
0.700612 0.000784 0.002359 -0.000527 0.012892
0.714910 0.000796 0.002372 -0.000529 0.012887
0.729208 0.000807 0.002384 -0.000530 0.012881
0.743506 0.000819 0.002396 -0.000532 0.012876
0.757805 0.000831 0.002408 -0.000533 0.012870
0.772103 0.000842 0.002420 -0.000534 0.012865
0.786401 0.000854 0.002432 -0.000536 0.012859
0.800699 0.000865 0.002444 -0.000537 0.012853
0.814997 0.000877 0.002456 -0.000539 0.012847
0.829296 0.000888 0.002468 -0.000540 0.012841
0.843594 0.000900 0.002480 -0.000541 0.012835
0.857892 0.000911 0.002491 -0.000543 0.012828
0.872190 0.000922 0.002503 -0.000544 0.012822
0.886488 0.000934 0.002514 -0.000546 0.012815
0.900787 0.000945 0.002526 -0.000547 0.012809
0.915085 0.000956 0.002537 -0.000548 0.012802
0.929383 0.000968 0.002548 -0.000550 0.012795
0.943681 0.000979 0.002560 -0.000551 0.012788
0.957979 0.000990 0.002571 -0.000553 0.012781
0.972278 0.001002 0.002582 -0.000554 0.012774
0.986576 0.001013 0.002593 -0.000555 0.012766
1.000874 0.001024 0.002603 -0.000557 0.012759
1.015172 0.001035 0.002614 -0.000558 0.012751
1.029470 0.001046 0.002625 -0.000560 0.012743
1.043769 0.001057 0.002635 -0.000561 0.012736
1.058067 0.001068 0.002646 -0.000562 0.012728
1.072365 0.001080 0.002656 -0.000564 0.012720
1.086663 0.001091 0.002667 -0.000565 0.012712
1.100961 0.001102 0.002677 -0.000566 0.012703
1.115260 0.001113 0.002687 -0.000568 0.012695
1.129558 0.001124 0.002697 -0.000569 0.012686
1.143856 0.001135 0.002707 -0.000571 0.012678
1.158154 0.001145 0.002717 -0.000572 0.012669
1.172452 0.001156 0.002726 -0.000573 0.012660
1.186751 0.001167 0.002736 -0.000575 0.012651
1.201049 0.001178 0.002745 -0.000576 0.012642
1.215347 0.001189 0.002755 -0.000577 0.012633
1.229645 0.001200 0.002764 -0.000579 0.012624
1.243943 0.001210 0.002773 -0.000580 0.012614
1.258242 0.001221 0.002783 -0.000581 0.012605
1.272540 0.001232 0.002792 -0.000582 0.012595
1.286838 0.001242 0.002800 -0.000584 0.012586
1.301136 0.001253 0.002809 -0.000585 0.012576
1.315434 0.001264 0.002818 -0.000586 0.012566
1.329733 0.001274 0.002827 -0.000588 0.012556
1.344031 0.001285 0.002835 -0.000589 0.012546
1.358329 0.001295 0.002843 -0.000590 0.012535
1.372627 0.001306 0.002852 -0.000591 0.012525
1.386925 0.001316 0.002860 -0.000593 0.012515
