# time bound_circ lift drag moment
0.028860 0.510509 6.155731 0.345384 -1.143045
0.043291 0.691804 12.037229 1.006604 -4.307397
0.057721 0.849197 12.872308 1.416729 -4.444056
0.072151 0.984062 11.980161 1.619197 -3.886729
0.086581 1.100342 11.641322 1.855605 -3.594234
0.101011 1.204154 11.435344 2.089568 -3.393779
0.115441 1.286026 11.296981 2.342821 -3.266894
0.129872 1.333924 11.085912 2.611422 -3.133286
0.144302 1.353794 10.859269 2.863938 -2.865927
0.158732 1.351399 10.683146 3.119744 -2.629125
0.173162 1.335639 10.526674 3.372544 -2.435093
0.187592 1.311845 10.373633 3.617906 -2.263185
0.202022 1.281920 10.201633 3.847025 -2.097386
0.216453 1.246396 10.002276 4.054481 -1.933303
0.230883 1.205684 9.766658 4.233619 -1.772179
0.245313 1.160067 9.504965 4.386040 -1.614650
0.259743 1.109898 9.209636 4.505334 -1.460730
0.274173 1.055742 8.894902 4.596104 -1.313182
0.288603 0.998185 8.620510 4.690746 -1.176853
0.303034 0.938107 8.307405 4.744797 -1.050786
0.317464 0.875600 8.005184 4.786016 -0.924905
0.331894 0.811336 7.668339 4.785082 -0.802826
0.346324 0.745538 7.360166 4.782401 -0.685425
0.360754 0.678333 7.022178 4.738395 -0.564179
0.375184 0.610449 6.676134 4.666672 -0.458307
0.389615 0.543713 6.360797 4.596329 -0.379414
0.404045 0.480738 6.066169 4.521869 -0.338376
0.418475 0.422409 5.789693 4.442844 -0.312608
0.432905 0.366816 5.502816 4.336661 -0.266312
0.447335 0.321906 5.217813 4.213405 -0.333779
0.461765 0.275568 4.972746 4.107281 -0.239977
0.476196 0.233836 4.676997 3.938951 -0.220163
0.490626 0.191904 4.419803 3.788593 -0.143581
0.505056 0.158713 4.164065 3.623951 -0.177828
0.519486 0.108407 3.942652 3.477398 0.123399
0.533916 0.053140 3.660970 3.258885 0.282978
0.548347 0.002818 3.399058 3.046007 0.291043
0.562777 -0.038467 3.224314 2.908132 0.237165
0.577207 -0.085282 3.045415 2.756631 0.382478
0.591637 -0.134906 2.809878 2.538745 0.485926
0.606067 -0.181467 2.607294 2.346194 0.496981
0.620497 -0.223216 2.474827 2.218865 0.483034
0.634928 -0.269887 2.322042 2.065160 0.604150
0.649358 -0.320384 2.117915 1.853981 0.705053
0.663788 -0.368473 1.934690 1.660842 0.712244
0.678218 -0.409695 1.809588 1.524782 0.653898
0.692648 -0.438119 1.753077 1.456441 0.519795
0.707078 -0.465545 1.716499 1.405888 0.563730
0.721509 -0.509558 1.542662 1.216351 0.842076
0.735939 -0.560060 1.349913 1.009649 0.976925
0.750369 -0.610628 1.184573 0.832527 1.017422
0.764799 -0.658448 1.062310 0.699711 1.018849
0.779229 -0.704062 0.967688 0.595392 1.032605
0.793659 -0.750825 0.846324 0.468743 1.094775
0.808090 -0.799958 0.685524 0.310459 1.172451
0.822520 -0.850826 0.506444 0.142134 1.239969
0.836950 -0.902860 0.319327 -0.025644 1.298603
0.851380 -0.955596 0.127528 -0.188927 1.349926
0.865810 -1.008492 -0.066785 -0.345086 1.393448
0.880240 -1.060862 -0.259225 -0.490034 1.428434
0.894671 -1.112028 -0.443191 -0.618533 1.457414
0.909101 -1.161966 -0.626240 -0.736430 1.491158
0.923531 -1.211496 -0.828914 -0.857950 1.539841
0.937961 -1.261422 -1.061808 -0.988413 1.600918
0.952391 -1.312373 -1.319625 -1.120513 1.664814
0.966821 -1.365994 -1.592833 -1.241838 1.727509
0.981252 -1.422259 -1.869401 -1.345072 1.793067
0.995682 -1.481117 -2.148168 -1.430137 1.859335
1.010112 -1.542497 -2.427959 -1.496883 1.924333
1.024542 -1.606318 -2.707518 -1.545230 1.987379
1.038972 -1.672483 -2.985255 -1.575156 2.048172
1.053403 -1.740872 -3.259618 -1.586919 2.106054
1.067833 -1.811340 -3.529209 -1.580989 2.159826
1.082263 -1.883725 -3.791358 -1.557418 2.208090
1.096693 -1.957848 -4.042981 -1.516394 2.250171
1.111123 -2.033520 -4.282586 -1.458983 2.286063
1.125553 -2.110542 -4.510084 -1.386798 2.315529
1.139984 -2.188711 -4.725250 -1.301339 2.337821
1.154414 -2.267817 -4.927042 -1.203858 2.352039
