# time bound_circ lift drag moment
0.031416 -2.317608 290.807257 -77.665195 -63.526293
0.047124 -1.796699 306.064596 -114.805499 -75.006499
0.062832 -2.376593 369.121004 -165.552845 -102.255949
0.078540 -2.584261 411.696761 -195.438586 -108.364276
0.094248 -1.372243 472.626648 -211.906018 -135.783391
0.109956 0.338804 463.733002 -173.822498 -146.146273
0.125664 2.018006 399.125185 -106.505974 -129.967641
0.141372 3.208333 225.685646 -31.298502 -79.791246
0.157080 3.490909 -1.387222 -0.226823 -10.036257
0.172788 2.423669 -192.194933 -26.687925 54.017670
0.188496 1.202444 -283.337362 -75.676257 91.574230
0.204204 -0.050323 -285.466720 -107.095490 100.209495
0.219911 -2.069535 -507.751655 -227.636131 142.484533
0.235619 -3.710072 -615.243047 -291.940932 165.977328
0.251327 -4.529788 -567.044580 -254.189419 177.701877
0.267035 -11.349747 -752.442755 -281.889698 342.122170
0.282743 -8.432460 -556.689435 -148.459101 159.986758
0.298451 -7.582715 -409.864231 -56.653875 126.771918
0.314159 -5.864851 -64.215795 -0.226823 8.300765
