# time bound_circ lift drag moment
0.058178 0.403273 4.141290 0.411044 -0.875434
0.087266 0.607643 7.540491 1.151443 -2.598699
0.116355 0.762568 7.841900 1.591712 -2.493013
0.145444 0.900852 7.644200 1.919406 -2.298733
0.174533 1.022527 7.499940 2.227399 -2.139711
0.203622 1.132469 7.382947 2.514430 -2.014353
0.232711 1.234078 7.276886 2.777649 -1.912462
0.261799 1.271083 7.035851 3.030600 -1.830946
0.290888 1.269797 6.601053 3.177037 -1.658323
0.319977 1.207401 6.305562 3.358162 -1.437923
0.349066 1.102703 6.049609 3.532837 -1.238128
0.378155 1.003874 5.818572 3.696348 -1.092621
0.407243 0.909972 5.586360 3.832217 -0.940115
0.436332 0.802057 5.264462 3.868916 -0.742215
0.465421 0.686563 4.775091 3.725320 -0.570155
0.494510 0.565183 4.630544 3.832317 -0.451166
0.523599 0.443791 4.129303 3.579757 -0.311544
0.552688 0.319420 3.989790 3.626687 -0.194944
0.581776 0.193079 3.608702 3.399298 -0.040749
0.610865 0.071250 3.112923 3.003916 0.078346
0.639954 -0.053189 3.203946 3.207489 0.130778
0.669043 -0.175541 2.545087 2.548802 0.291558
0.698132 -0.295361 2.361323 2.392106 0.340499
0.727221 -0.411880 2.306704 2.365894 0.385389
0.756309 -0.507858 2.171509 2.227903 0.348949
0.785398 -0.561263 2.064874 2.107947 0.170584
0.814487 -0.633166 1.817278 1.807010 0.332749
0.843576 -0.730702 1.658698 1.602820 0.495097
0.872665 -0.808383 1.491865 1.383392 0.452986
0.901753 -0.834953 1.433766 1.285936 0.233992
0.930842 -0.891103 1.443239 1.258912 0.458114
0.959931 -0.965165 1.243520 1.000305 0.609348
0.989020 -1.025533 1.053696 0.761741 0.569658
1.018109 -1.059594 0.960743 0.680442 0.349864
1.047198 -1.104185 0.972247 0.604566 0.652356
1.076286 -1.168541 0.740462 0.357310 0.668569
1.105375 -1.229893 0.616832 0.222976 0.669612
1.134464 -1.285124 0.516939 0.119249 0.669558
1.163553 -1.339573 0.389149 0.004886 0.709858
1.192642 -1.398302 0.176884 -0.153894 0.769444
1.221730 -1.458503 -0.051009 -0.299920 0.803980
1.250819 -1.519263 -0.267041 -0.409909 0.819272
1.279908 -1.583256 -0.486282 -0.488615 0.829173
1.308997 -1.650293 -0.691730 -0.531563 0.840612
1.338086 -1.720106 -0.887227 -0.545985 0.855482
1.367175 -1.792373 -1.094304 -0.544428 0.872399
1.396263 -1.866702 -1.312306 -0.525736 0.880738
1.425352 -1.942600 -1.518804 -0.482680 0.874764
1.454441 -2.019484 -1.700973 -0.415564 0.856198
1.483530 -2.096624 -1.861637 -0.330005 0.826561
1.512619 -2.173177 -1.999617 -0.230122 0.782238
1.541708 -2.248341 -2.108472 -0.119622 0.720457
1.570796 -2.321184 -2.185610 -0.003388 0.640581
1.599885 -2.390189 -2.220621 0.112768 0.537816
1.628974 -2.453001 -2.187802 0.219336 0.402670
1.658063 -2.505662 -2.071348 0.303204 0.230108
1.687152 -2.539456 -1.881882 0.353692 0.015681
1.716240 -2.538953 -1.620207 0.360074 -0.258347
1.745329 -2.516801 -1.583050 0.401868 -0.389506
1.774418 -2.512522 -1.895403 0.557284 -0.261437
1.803507 -2.517227 -2.166973 0.719475 -0.159323
1.832596 -2.543407 -2.515136 0.935378 0.024449
1.861685 -2.533688 -2.698097 1.147412 0.089433
1.890773 -2.520566 -2.638572 1.253130 0.097676
