# time bound_circ lift drag moment
0.028695 0.150507 0.148510 -0.227198 0.441091
0.043042 0.154886 1.160455 -0.231208 -0.033206
0.057390 0.175555 1.332954 -0.233537 -0.193513
0.071737 0.190142 1.287512 -0.234928 -0.142461
0.086085 0.201615 1.233048 -0.236135 -0.102695
0.100432 0.210119 1.174743 -0.237170 -0.062387
0.114780 0.216547 1.129512 -0.238188 -0.032795
0.129127 0.221467 1.094264 -0.239204 -0.010844
0.143475 0.225280 1.066178 -0.240219 0.005620
0.157822 0.228259 1.042448 -0.241222 0.018504
0.172170 0.230599 1.021249 -0.242201 0.029014
0.186517 0.232448 1.001560 -0.243149 0.037855
0.200865 0.233927 0.982815 -0.244062 0.045442
0.215212 0.235133 0.964675 -0.244936 0.052025
0.229560 0.236155 0.946959 -0.245770 0.057755
0.243907 0.237070 0.929632 -0.246566 0.062701
0.258255 0.237951 0.912886 -0.247328 0.066875
0.272602 0.238862 0.896718 -0.248059 0.070337
0.286950 0.239872 0.880171 -0.248737 0.073232
0.301297 0.241038 0.865126 -0.249410 0.075294
0.315645 0.242415 0.850813 -0.250062 0.076744
0.329992 0.244065 0.833353 -0.250585 0.078180
0.344340 0.246030 0.823205 -0.251278 0.077898
0.358687 0.248370 0.804852 -0.251690 0.078664
0.373035 0.251132 0.793448 -0.252276 0.077677
0.387382 0.254159 0.780498 -0.252467 0.076404
0.401730 0.256892 0.760265 -0.251295 0.076463
0.416077 0.259364 0.751682 -0.250036 0.076880
0.430425 0.261550 0.724521 -0.247706 0.081870
0.444772 0.263503 0.719516 -0.245976 0.082407
0.459120 0.265176 0.687809 -0.242918 0.088722
0.473467 0.266643 0.687238 -0.240944 0.088043
0.487815 0.267827 0.648673 -0.237141 0.096032
0.502162 0.268840 0.655794 -0.235154 0.093053
0.516510 0.269555 0.607120 -0.230488 0.103674
0.530857 0.270142 0.625352 -0.228722 0.097221
0.545205 0.270403 0.562782 -0.223014 0.111775
0.559552 0.270592 0.595455 -0.221705 0.100599
0.573899 0.270421 0.519255 -0.214951 0.119360
0.588247 0.270215 0.558293 -0.213770 0.105483
0.602594 0.269668 0.488320 -0.206975 0.122807
0.616942 0.269034 0.503129 -0.204375 0.115471
0.631289 0.268183 0.473517 -0.199393 0.120553
0.645637 0.267105 0.439433 -0.194000 0.128124
0.659984 0.265952 0.449593 -0.190943 0.120372
0.674332 0.264525 0.400975 -0.184547 0.132364
0.688679 0.262980 0.394037 -0.180360 0.130275
0.703027 0.261289 0.378900 -0.175664 0.130527
0.717374 0.259410 0.351124 -0.170151 0.135416
0.731722 0.257346 0.322510 -0.164478 0.140501
0.746069 0.255239 0.328615 -0.160853 0.132688
0.760417 0.252889 0.284636 -0.154141 0.143260
0.774764 0.250424 0.269488 -0.149106 0.143266
0.789112 0.247867 0.258408 -0.144307 0.141207
0.803459 0.245129 0.226474 -0.138147 0.147261
0.817807 0.242335 0.217686 -0.133430 0.144032
0.832154 0.239419 0.195593 -0.127844 0.146098
0.846502 0.236343 0.162348 -0.121476 0.152375
0.860849 0.233255 0.156438 -0.116906 0.147584
0.875197 0.230100 0.135543 -0.111347 0.148481
0.889544 0.226885 0.111631 -0.105571 0.150595
0.903892 0.223675 0.093558 -0.100194 0.150043
0.918239 0.220533 0.076160 -0.094879 0.148745
0.932587 0.217585 0.059985 -0.089673 0.146202
0.946934 0.215141 0.046637 -0.084700 0.140784
0.961282 0.214212 0.046772 -0.080748 0.124275
0.975629 0.215955 0.059752 -0.077819 0.096322
0.989977 0.217555 0.038923 -0.072516 0.097456
1.004324 0.217264 -0.001265 -0.065807 0.115765
1.018672 0.218229 -0.001669 -0.062069 0.100623
1.033019 0.220864 0.000651 -0.058632 0.082247
1.047367 0.224383 -0.006204 -0.054601 0.071932
1.061714 0.227123 -0.032034 -0.049201 0.078248
1.076062 0.228829 -0.062102 -0.043520 0.087677
1.090409 0.231554 -0.066961 -0.039836 0.075729
1.104757 0.236720 -0.058615 -0.037285 0.051124
1.119104 0.243351 -0.064225 -0.033766 0.037724
1.133452 0.250375 -0.084004 -0.029229 0.035975
1.147799 0.256335 -0.121218 -0.023386 0.049101
1.162146 0.259834 -0.173537 -0.016389 0.075667
1.176494 0.259765 -0.236117 -0.008605 0.112061
1.190841 0.256857 -0.287929 -0.001719 0.139885
1.205189 0.252621 -0.321764 0.003652 0.152114
1.219536 0.247718 -0.348763 0.008373 0.157984
1.233884 0.242282 -0.374820 0.012907 0.162750
1.248231 0.236426 -0.399928 0.017246 0.166521
