# time bound_circ lift drag moment
0.028612 0.117709 1.126791 0.015388 -0.159096
0.042918 0.127593 1.808836 0.036799 -0.452655
0.057224 0.151903 2.001910 0.053818 -0.595822
0.071530 0.172489 2.011959 0.066885 -0.567243
0.085836 0.192025 2.032726 0.080211 -0.557088
0.100142 0.210183 2.043231 0.093013 -0.540981
0.114448 0.227405 2.058391 0.105900 -0.529245
0.128754 0.243956 2.077595 0.118927 -0.520698
0.143060 0.260026 2.099918 0.132113 -0.514536
0.157366 0.275747 2.124500 0.145455 -0.510070
0.171672 0.291204 2.150484 0.158927 -0.506720
0.185978 0.306459 2.177166 0.172493 -0.504049
0.200284 0.321552 2.204157 0.186128 -0.501806
0.214590 0.336515 2.231261 0.199816 -0.499852
0.228896 0.351371 2.258360 0.213546 -0.498098
0.243202 0.366139 2.285400 0.227310 -0.496495
0.257508 0.380833 2.312368 0.241104 -0.495018
0.271814 0.395465 2.339261 0.254924 -0.493650
0.286120 0.410045 2.366076 0.268767 -0.492380
0.300426 0.424582 2.392804 0.282629 -0.491198
0.314732 0.439084 2.419427 0.296504 -0.490089
0.329037 0.453556 2.445916 0.310384 -0.489035
0.343343 0.468003 2.472229 0.324259 -0.488015
0.357649 0.482429 2.498337 0.338119 -0.487009
0.371955 0.496835 2.524226 0.351955 -0.486010
0.386261 0.511225 2.549894 0.365763 -0.485013
0.400567 0.525599 2.575345 0.379538 -0.484018
0.414873 0.539960 2.600577 0.393274 -0.483025
0.429179 0.554308 2.625577 0.406963 -0.482027
0.443485 0.568645 2.650328 0.420596 -0.481018
0.457791 0.582969 2.674808 0.434164 -0.479987
0.472097 0.597281 2.699004 0.447655 -0.478928
0.486403 0.611582 2.722904 0.461063 -0.477836
0.500709 0.625869 2.746503 0.474379 -0.476708
0.515015 0.640142 2.769800 0.487597 -0.475543
0.529321 0.654400 2.792793 0.500710 -0.474341
0.543627 0.668643 2.815478 0.513711 -0.473100
0.557933 0.681728 2.835123 0.527924 -0.472255
0.572239 0.688369 2.835326 0.547288 -0.468480
0.586545 0.690430 2.827919 0.564503 -0.432392
0.600851 0.688091 2.824055 0.582641 -0.397587
0.615157 0.682041 2.821905 0.601233 -0.366746
0.629463 0.672813 2.822106 0.620510 -0.338688
0.643769 0.660794 2.824754 0.640550 -0.312906
0.658075 0.646287 2.829717 0.661362 -0.289172
0.672381 0.629564 2.836744 0.682912 -0.267399
0.686687 0.610877 2.845666 0.705188 -0.247518
0.700993 0.590463 2.856330 0.728178 -0.229448
0.715299 0.568540 2.868622 0.751879 -0.213095
0.729605 0.545305 2.882551 0.776327 -0.198363
0.743911 0.520937 2.897695 0.801404 -0.185134
0.758217 0.495610 2.911362 0.826150 -0.173106
0.772523 0.469478 2.923794 0.850623 -0.162157
0.786829 0.442602 2.951255 0.880988 -0.153719
0.801135 0.415119 2.968833 0.907903 -0.145479
0.815441 0.387234 2.958155 0.923906 -0.134672
0.829747 0.358782 3.024356 0.970641 -0.134254
0.844053 0.330106 2.991820 0.977938 -0.122796
0.858359 0.301110 3.028802 1.013678 -0.120539
0.872665 0.271716 3.079395 1.055685 -0.121323
0.886971 0.242246 3.028644 1.054835 -0.108637
0.901277 0.212525 3.080354 1.098022 -0.111813
0.915583 0.182615 3.071232 1.114927 -0.104544
0.929889 0.152600 3.042557 1.122879 -0.092709
0.944195 0.122094 3.181062 1.206961 -0.110265
0.958500 0.091801 3.004701 1.146606 -0.076728
0.972806 0.061251 3.194994 1.256776 -0.110909
0.987112 0.030551 3.079622 1.223227 -0.076812
1.001418 0.000161 3.124748 1.266027 -0.097340
1.015724 -0.030623 3.146190 1.297770 -0.080306
1.030030 -0.061267 3.178426 1.335191 -0.094666
1.044336 -0.091896 3.116746 1.325443 -0.073492
1.058642 -0.122547 3.225207 1.402238 -0.096890
1.072948 -0.153119 3.115860 1.367086 -0.067931
1.087254 -0.183457 3.216737 1.441342 -0.099014
1.101560 -0.214034 3.194154 1.450957 -0.078780
1.115866 -0.243825 3.120794 1.432722 -0.087855
1.130172 -0.273979 3.279993 1.541045 -0.101601
1.144478 -0.303522 3.116146 1.472047 -0.081430
1.158784 -0.332876 3.250156 1.568320 -0.109484
1.173090 -0.362085 3.212700 1.568759 -0.098834
1.187396 -0.390553 3.149242 1.553655 -0.101116
1.201702 -0.419008 3.263007 1.641026 -0.116583
1.216008 -0.447004 3.218109 1.636271 -0.116425
1.230314 -0.474518 3.185829 1.638389 -0.109952
1.244620 -0.501775 3.324540 1.743312 -0.146379
1.258926 -0.528426 3.158377 1.663830 -0.111833
1.273232 -0.554261 3.251284 1.742077 -0.151157
1.287538 -0.579638 3.242430 1.757979 -0.146489
1.301844 -0.604178 3.242465 1.779320 -0.160087
1.316150 -0.627773 3.249268 1.804924 -0.172639
1.330456 -0.650287 3.267012 1.837620 -0.189509
1.344762 -0.671674 3.258684 1.853499 -0.194216
1.359068 -0.691721 3.330552 1.922020 -0.233567
1.373374 -0.710907 3.241345 1.884267 -0.214976
1.387680 -0.729386 3.280121 1.931260 -0.242646
1.401986 -0.747494 3.287129 1.957135 -0.250597
1.416292 -0.764455 3.260867 1.960221 -0.255364
1.430598 -0.779132 3.327740 2.027338 -0.307622
1.444904 -0.792098 3.264490 2.004335 -0.302495
1.459210 -0.803600 3.312430 2.058837 -0.338151
1.473516 -0.814135 3.324773 2.088537 -0.351765
1.487822 -0.824859 3.286618 2.082023 -0.336983
1.502128 -0.835683 3.328266 2.132769 -0.359063
1.516434 -0.846765 3.266780 2.108516 -0.338441
1.530740 -0.857986 3.286997 2.143654 -0.354754
1.545046 -0.869020 3.261465 2.144891 -0.355655
1.559352 -0.878758 3.248770 2.155327 -0.372185
1.573658 -0.887011 3.283060 2.201059 -0.402457
1.587963 -0.894556 3.240780 2.188651 -0.397850
1.602269 -0.901559 3.269199 2.230006 -0.422118
1.616575 -0.908729 3.233493 2.221833 -0.411665
1.630881 -0.915684 3.240483 2.246481 -0.425771
1.645187 -0.921411 3.227698 2.255492 -0.438026
1.659493 -0.924813 3.246044 2.288940 -0.469505
1.673799 -0.927131 3.250856 2.311635 -0.485162
1.688105 -0.930529 3.218832 2.304534 -0.471809
1.702411 -0.935936 3.206824 2.313162 -0.462472
1.716717 -0.942202 3.177959 2.307698 -0.453660
1.731023 -0.948227 3.175073 2.323151 -0.463994
1.745329 -0.954769 3.153159 2.322615 -0.458685
1.759635 -0.961907 3.147418 2.335179 -0.461544
1.773941 -0.969087 3.119615 2.328944 -0.459328
1.788247 -0.975396 3.115277 2.342102 -0.472771
1.802553 -0.979980 3.128208 2.369765 -0.498320
1.816859 -0.982634 3.123538 2.382283 -0.516923
1.831165 -0.985263 3.111019 2.387787 -0.520851
1.845471 -0.989156 3.092717 2.387939 -0.514282
