# time bound_circ lift drag moment
0.028726 0.006255 -2.161295 -0.010942 0.272613
0.043089 -0.002675 -2.146785 -0.017962 0.242946
0.057452 -0.010897 -2.199757 -0.026546 0.231716
0.071814 -0.020893 -2.278443 -0.036714 0.242146
0.086177 -0.032073 -2.350243 -0.048275 0.247187
0.100540 -0.044319 -2.420504 -0.061272 0.251130
0.114903 -0.057518 -2.489291 -0.075708 0.254036
0.129266 -0.071585 -2.556913 -0.091589 0.256161
0.143629 -0.086452 -2.623544 -0.108917 0.257656
0.157992 -0.102061 -2.689301 -0.127694 0.258626
0.172355 -0.118363 -2.754264 -0.147917 0.259151
0.186717 -0.135316 -2.818488 -0.169584 0.259286
0.201080 -0.152883 -2.882010 -0.192688 0.259075
0.215443 -0.171031 -2.944851 -0.217220 0.258550
0.229806 -0.189727 -3.007025 -0.243170 0.257738
0.244169 -0.208945 -3.068536 -0.270524 0.256659
0.258532 -0.228657 -3.129383 -0.299268 0.255327
0.272895 -0.248813 -3.189499 -0.329335 0.253772
0.287258 -0.255099 -3.212900 -0.335251 0.262101
0.301620 -0.252461 -3.221977 -0.340695 0.194277
0.315983 -0.241979 -3.244232 -0.346609 0.130790
0.330346 -0.225313 -3.277171 -0.352958 0.075708
0.344709 -0.203753 -3.321455 -0.359815 0.027219
0.359072 -0.178308 -3.376062 -0.367186 -0.015433
0.373435 -0.149807 -3.439372 -0.375043 -0.052760
0.387798 -0.118940 -3.509474 -0.383337 -0.085289
0.402161 -0.086267 -3.583947 -0.391980 -0.113585
0.416524 -0.052215 -3.661854 -0.400942 -0.138370
0.430886 -0.017037 -3.750497 -0.410589 -0.160582
0.445249 0.018874 -3.812224 -0.419063 -0.178791
0.459612 0.055599 -3.916735 -0.429853 -0.196391
0.473975 0.092921 -3.979882 -0.438657 -0.211610
0.488338 0.130821 -4.050945 -0.447985 -0.226508
0.502701 0.169183 -4.101449 -0.456270 -0.241697
0.517064 0.208094 -4.208286 -0.467823 -0.255183
0.531427 0.247041 -4.242869 -0.475336 -0.262558
0.545789 0.286174 -4.345013 -0.486879 -0.270423
0.560152 0.325326 -4.386460 -0.494876 -0.279319
0.574515 0.364673 -4.495961 -0.507108 -0.287360
0.588878 0.403882 -4.517170 -0.513895 -0.295396
0.603241 0.443111 -4.621494 -0.525992 -0.300611
0.617604 0.482166 -4.675384 -0.534898 -0.304067
0.631967 0.520787 -4.734117 -0.544131 -0.303506
0.646330 0.558877 -4.825750 -0.555610 -0.299961
0.660692 0.596257 -4.861407 -0.563291 -0.298349
0.675055 0.632935 -4.957066 -0.575126 -0.290875
0.689418 0.668685 -4.991469 -0.582662 -0.286088
0.703781 0.703444 -5.068623 -0.593214 -0.276047
0.718144 0.736959 -5.134687 -0.602963 -0.264212
0.732507 0.769133 -5.181770 -0.611284 -0.252839
0.746870 0.800087 -5.272114 -0.622784 -0.237104
0.761233 0.829558 -5.298469 -0.629436 -0.226054
0.775595 0.858022 -5.387266 -0.640766 -0.212649
0.789958 0.886127 -5.397195 -0.645966 -0.210335
0.804321 0.913441 -5.430697 -0.652864 -0.195733
0.818684 0.939149 -5.485200 -0.661307 -0.173235
0.833047 0.963829 -5.509060 -0.667213 -0.163420
0.847410 0.987641 -5.582584 -0.676979 -0.146708
0.861773 1.010656 -5.583597 -0.680781 -0.142561
0.876136 1.033597 -5.640714 -0.688996 -0.134761
