  0.14544410E-01  0.29072414E+01  0.58144829E-02  0.10000000E+01  0.67199858E+00 -0.16342743E+00  0.66654581E+02  0.16781462E+00  0.66577305E+02  0.32130661E+01 -0.35281893E+02
  0.29088821E-01  0.58046457E+01  0.11609291E-01  0.10000000E+01  0.76071387E+00 -0.13423938E+00  0.89370142E+01  0.11322434E+00  0.89026409E+01  0.79121873E+00 -0.22828957E+01
  0.43633231E-01  0.86824089E+01  0.17364818E-01  0.10000000E+01  0.10990488E+01 -0.90632458E-01  0.19692109E+02  0.51611609E-01  0.19474234E+02  0.29216480E+01 -0.80347351E+01
  0.58177642E-01  0.11530794E+02  0.23061587E-01  0.10000000E+01  0.13535938E+01 -0.44001994E-01  0.21006115E+02  0.12165350E-01  0.20584590E+02  0.41870886E+01 -0.78734055E+01
  0.72722052E-01  0.14340162E+02  0.28680323E-01  0.10000000E+01  0.15597819E+01  0.16197218E-04  0.18781341E+02  0.16483929E-08  0.18196159E+02  0.46517286E+01 -0.65259162E+01
  0.87266463E-01  0.17101007E+02  0.34202014E-01  0.10000000E+01  0.17312500E+01  0.43543790E-01  0.18130296E+02  0.11913307E-01  0.17332220E+02  0.53199564E+01 -0.59219093E+01
  0.10181087E+00  0.19803988E+02  0.39607977E-01  0.10000000E+01  0.18773565E+01  0.86665934E-01  0.17607726E+02  0.47192906E-01  0.16582344E+02  0.59211560E+01 -0.54290334E+01
  0.11635528E+00  0.22439959E+02  0.44879918E-01  0.10000000E+01  0.20054730E+01  0.12939980E+00  0.17210688E+02  0.10520759E+00  0.15947655E+02  0.64723380E+01 -0.50447780E+01
  0.13089969E+00  0.25000000E+02  0.50000000E-01  0.10000000E+01  0.21204045E+01  0.17155286E+00  0.16809697E+02  0.18491656E+00  0.15312908E+02  0.69364936E+01 -0.47099223E+01
  0.14544410E+00  0.27475449E+02  0.54950898E-01  0.10000000E+01  0.21911571E+01  0.19000000E+00  0.16266530E+02  0.22682300E+00  0.14536454E+02  0.73036251E+01 -0.43807798E+01
  0.15998851E+00  0.29857930E+02  0.59715859E-01  0.10000000E+01  0.22215538E+01  0.19000000E+00  0.15408059E+02  0.22682300E+00  0.13475756E+02  0.74742039E+01 -0.39394728E+01
  0.17453293E+00  0.32139380E+02  0.64278761E-01  0.10000000E+01  0.22020295E+01  0.19000000E+00  0.14466743E+02  0.22682300E+00  0.12370474E+02  0.75039645E+01 -0.32458490E+01
  0.18907734E+00  0.34312082E+02  0.68624164E-01  0.10000000E+01  0.21462735E+01  0.19000000E+00  0.13634463E+02  0.22682300E+00  0.11389646E+02  0.74983992E+01 -0.26269261E+01
