% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=42, Thu Jul  3 09:26:05 2025, <python>{}</python>
1 24 0.6159343168611805 1.0000375007031337 -0.48147698810760875 -4.8147698810760875e-01 1000000.0 1000000.0 0.0   
2 48 0.6320545393011275 1.6679880978896156 -0.6668239947566178 -6.6682399475661780e-01 1000000.0 1000000.0 999999.8459160485   
3 72 0.7242838154951042 2.0077700791505055 -0.6668239947566178 -4.9802834380549538e-01 0.5997326175118372 1000000.0 1000000.1591314176   
4 96 0.6979013178901858 2.023070811462486 -0.7239623871373774 -7.2396238713737737e-01 1000000.0 1000000.0 1000000.1324929193   
5 120 0.5865170244879621 2.242578091582871 -0.7239623871373774 -5.9705952051273259e-01 1000000.0 1000000.0 999999.7303143109   
6 144 0.6273235484792168 2.6715411007669405 -0.7239623871373774 -6.2825193785428468e-01 1000000.0 1000000.0 1000000.2993241776   
7 168 0.6240164890182412 3.602320816070516 -0.7239623871373774 -6.4735780594189263e-01 -0.08586299896901985 1000000.0 1000000.420295903   
8 192 0.5214381749578857 4.255986442568881 -0.7239623871373774 -5.4455474522726510e-01 -0.07746475503646373 1000000.0 1000000.3157709807   
9 216 0.4810982372447053 5.167397312085934 -0.7239623871373774 -6.6094153844097747e-01 -0.16024624648417757 1000000.0 1000000.2995248322   
10 240 0.47531187737529174 6.0550435033680525 -0.7239623871373774 -5.8833535936534609e-01 -0.3622277608410695 1000000.0 0.3862165453492624   
11 264 0.4257512207142621 6.69507365817538 -0.7239623871373774 -6.5015308049294329e-01 -0.33424157570963337 1000000.0 500000.43223279313   
12 288 0.4220161828250146 6.913501484882366 -0.7239623871373774 -6.7239233586663916e-01 -0.4306262293079632 1000000.0 0.244456685679677   
13 312 0.5169362679611929 8.36752445573375 -0.7361043206766624 -7.3610432067666243e-01 -0.5075686441605202 1000000.0 0.5400608624697232   
14 336 0.5967843104292551 8.613462901415103 -0.8422477840194109 -8.4224778401941092e-01 -0.5589253170417294 1000000.0 0.28728577069332356   
15 360 0.6054794368885499 11.20304760676917 -0.887119307834048 -8.8711930783404802e-01 -0.517710408593201 1000000.0 1000000.6072838914   
16 384 0.6250270552524612 11.058400589554786 -0.9488870788202801 -9.4888707882028012e-01 -0.5300790950190574 1000000.0 0.6337527930465844   
17 408 0.5132536422288008 10.31779513684528 -0.9578304603247186 -9.5783046032471864e-01 -0.442693162147231 1000000.0 0.32376978870809286   
