   0.0000000e+00	   0.0000000e+00
   3.0000000e-04	   9.4074197e-07
   6.0000000e-04	   3.7621314e-06
   9.0000000e-04	   8.4628139e-06
   1.2000000e-03	   1.5041302e-05
   1.5000000e-03	   2.3495974e-05
   1.8000000e-03	   3.3825079e-05
   2.1000000e-03	   4.6026729e-05
   2.4000000e-03	   6.0098907e-05
   2.7000000e-03	   7.6039461e-05
   3.0000000e-03	   9.3846110e-05
   3.3000000e-03	   1.1351644e-04
   3.6000000e-03	   1.3504790e-04
   3.9000000e-03	   1.5843782e-04
   4.2000000e-03	   1.8368338e-04
   4.5000000e-03	   2.1078165e-04
   4.8000000e-03	   2.3972956e-04
   5.1000000e-03	   2.7052390e-04
   5.4000000e-03	   3.0316135e-04
   5.7000000e-03	   3.3763843e-04
   6.0000000e-03	   3.7395157e-04
   6.3000000e-03	   4.1209703e-04
   6.6000000e-03	   4.5207097e-04
   6.9000000e-03	   4.9386942e-04
   7.2000000e-03	   5.3748825e-04
   7.5000000e-03	   5.8292324e-04
   7.8000000e-03	   6.3017002e-04
   8.1000000e-03	   6.7922409e-04
   8.4000000e-03	   7.3008085e-04
   8.7000000e-03	   7.8273555e-04
   9.0000000e-03	   8.3718331e-04
   9.3000000e-03	   8.9341913e-04
   9.6000000e-03	   9.5143789e-04
   9.9000000e-03	   1.0112343e-03
   1.0200000e-02	   1.0728031e-03
   1.0500000e-02	   1.1361387e-03
   1.0800000e-02	   1.2012354e-03
   1.1100000e-02	   1.2680876e-03
   1.1400000e-02	   1.3366894e-03
   1.1700000e-02	   1.4070348e-03
   1.2000000e-02	   1.4791176e-03
   1.2300000e-02	   1.5529316e-03
   1.2600000e-02	   1.6284705e-03
   1.2900000e-02	   1.7057277e-03
   1.3200000e-02	   1.7846967e-03
   1.3500000e-02	   1.8653708e-03
   1.3800000e-02	   1.9477431e-03
   1.4100000e-02	   2.0318066e-03
   1.4400000e-02	   2.1175543e-03
   1.4700000e-02	   2.2049789e-03
   1.5000000e-02	   2.2940732e-03
   1.5300000e-02	   2.3848297e-03
   1.5600000e-02	   2.4772408e-03
   1.5900000e-02	   2.5712990e-03
   1.6200000e-02	   2.6669963e-03
   1.6500000e-02	   2.7643250e-03
   1.6800000e-02	   2.8632769e-03
   1.7100000e-02	   2.9638440e-03
   1.7400000e-02	   3.0660180e-03
   1.7700000e-02	   3.1697906e-03
   1.8000000e-02	   3.2751534e-03
   1.8300000e-02	   3.3820976e-03
   1.8600000e-02	   3.4906147e-03
   1.8900000e-02	   3.6006958e-03
   1.9200000e-02	   3.7123321e-03
   1.9500000e-02	   3.8255144e-03
   1.9800000e-02	   3.9402338e-03
   2.0100000e-02	   4.0564809e-03
   2.0400000e-02	   4.1742465e-03
   2.0700000e-02	   4.2935210e-03
   2.1000000e-02	   4.4142949e-03
   2.1300000e-02	   4.5365586e-03
   2.1600000e-02	   4.6603023e-03
   2.1900000e-02	   4.7855161e-03
   2.2200000e-02	   4.9121900e-03
   2.2500000e-02	   5.0403141e-03
   2.2800000e-02	   5.1698780e-03
   2.3100000e-02	   5.3008716e-03
   2.3400000e-02	   5.4332844e-03
   2.3700000e-02	   5.5671060e-03
   2.4000000e-02	   5.7023258e-03
   2.4300000e-02	   5.8389332e-03
   2.4600000e-02	   5.9769173e-03
   2.4900000e-02	   6.1162673e-03
   2.5200000e-02	   6.2569722e-03
   2.5500000e-02	   6.3990210e-03
   2.5800000e-02	   6.5424025e-03
   2.6100000e-02	   6.6871055e-03
   2.6400000e-02	   6.8331186e-03
   2.6700000e-02	   6.9804304e-03
   2.7000000e-02	   7.1290294e-03
   2.7300000e-02	   7.2789040e-03
   2.7600000e-02	   7.4300424e-03
   2.7900000e-02	   7.5824330e-03
   2.8200000e-02	   7.7360636e-03
   2.8500000e-02	   7.8909226e-03
   2.8800000e-02	   8.0469977e-03
   2.9100000e-02	   8.2042768e-03
   2.9400000e-02	   8.3627477e-03
   2.9700000e-02	   8.5223981e-03
   3.0000000e-02	   8.6832157e-03
   3.0300000e-02	   8.8451879e-03
   3.0600000e-02	   9.0083021e-03
   3.0900000e-02	   9.1725458e-03
   3.1200000e-02	   9.3379063e-03
   3.1500000e-02	   9.5043707e-03
   3.1800000e-02	   9.6719261e-03
   3.2100000e-02	   9.8405597e-03
   3.2400000e-02	   1.0010258e-02
   3.2700000e-02	   1.0181009e-02
   3.3000000e-02	   1.0352799e-02
   3.3300000e-02	   1.0525614e-02
   3.3600000e-02	   1.0699441e-02
   3.3900000e-02	   1.0874267e-02
   3.4200000e-02	   1.1050079e-02
   3.4500000e-02	   1.1226862e-02
   3.4800000e-02	   1.1404604e-02
   3.5100000e-02	   1.1583290e-02
   3.5400000e-02	   1.1762907e-02
   3.5700000e-02	   1.1943442e-02
   3.6000000e-02	   1.2124879e-02
   3.6300000e-02	   1.2307206e-02
   3.6600000e-02	   1.2490408e-02
   3.6900000e-02	   1.2674471e-02
   3.7200000e-02	   1.2859381e-02
   3.7500000e-02	   1.3045124e-02
   3.7800000e-02	   1.3231686e-02
   3.8100000e-02	   1.3419053e-02
   3.8400000e-02	   1.3607209e-02
   3.8700000e-02	   1.3796141e-02
   3.9000000e-02	   1.3985834e-02
   3.9300000e-02	   1.4176274e-02
   3.9600000e-02	   1.4367445e-02
   3.9900000e-02	   1.4559334e-02
   4.0200000e-02	   1.4751926e-02
   4.0500000e-02	   1.4945206e-02
   4.0800000e-02	   1.5139160e-02
   4.1100000e-02	   1.5333771e-02
   4.1400000e-02	   1.5529027e-02
   4.1700000e-02	   1.5724910e-02
